ABE,DTW,93,344,1383
ABE,ATL,122,544,1780
ABI,DFW,52,246,4455
ABQ,HOU,120,495,1867
ABQ,DAL,99,480,3114
ABQ,ORD,173,778,1059
ABQ,DFW,106,457,3503
ABQ,PHX,71,328,4880
ABQ,ATL,186,667,1599
ABQ,SFO,150,591,662
ABQ,SAN,101,365,1225
ABQ,IAH,130,616,1614
ABQ,MDW,167,630,1286
ABQ,PDX,159,718,457
ABQ,SLC,94,247,1893
ABQ,OAK,134,650,1583
ABQ,MCI,114,445,628
ABR,MSP,70,240,1320
ACT,DFW,44,160,3079
ACV,SFO,72,347,2535
ACY,RSW,149,394,953
ACY,MYR,82,237,650
ACY,FLL,150,706,1620
ACY,MCO,136,557,1574
ACY,PBI,144,382,306
ACY,TPA,142,379,661
ACY,BOS,75,306,361
ACY,ATL,118,439,354
AEX,DFW,72,194,1882
AEX,ATL,99,378,2424
ALB,MCO,164,495,1352
ALB,ORD,127,362,1702
ALB,FLL,181,843,683
ALB,CLT,125,371,1395
ALB,BWI,70,216,3319
ALB,TPA,169,446,760
ALB,ATL,143,511,1860
ALB,LAS,295,955,546
ALB,IAD,97,444,3
ALB,RSW,190,621,10
ALO,ORD,70,193,1166
AMA,DEN,80,363,1105
AMA,DAL,67,183,2381
AMA,IAH,102,411,1759
ANC,SEA,205,806,12705
ANC,PDX,215,581,1820
ANC,PHX,334,1651,775
ANC,MSP,326,1168,1146
ANC,OTZ,92,324,961
ANC,SCC,102,385,835
ANC,OGG,358,1370,132
ANC,OME,90,333,948
ANC,BET,72,316,1759
ANC,HNL,361,1427,548
ANC,ADK,175,822,177
ANC,LAS,311,1539,168
ANC,KOA,362,1553,88
ANC,ADQ,55,275,874
ANC,IAH,411,1196,163
ANC,DLG,64,259,154
ANC,AKN,59,177,126
ASE,DEN,52,237,2045
ASE,ORD,167,464,1150
ASE,LAX,127,437,1403
ASE,IAH,154,633,769
ASE,SFO,141,352,369
ASE,DFW,124,404,559
ATL,IAD,105,419,5216
ATL,IAH,123,556,7675
ATL,CLT,73,207,12534
ATL,DAL,124,426,5652
ATL,MDW,109,306,8885
ATL,TLH,63,192,4177
ATL,ROA,82,290,2918
ATL,AGS,54,167,4689
ATL,SRQ,90,422,3847
ATL,ICT,128,624,1923
ATL,ECP,65,205,4020
ATL,MSN,120,309,1777
ATL,FNT,117,465,1895
ATL,HPN,136,341,3623
ATL,JAC,222,773,203
ATL,LEX,75,375,4501
ATL,EVV,80,217,1898
ATL,XNA,108,401,3110
ATL,MTJ,203,654,70
ATL,ASE,201,971,186
ATL,LFT,100,381,2364
ATL,EGE,193,846,196
ATL,HDN,196,588,190
ATL,MYR,75,368,2819
ATL,GRK,133,445,1167
ATL,FAY,78,308,3229
ATL,HNL,539,2281,664
ATL,TUS,217,641,1227
ATL,ELP,186,515,1392
ATL,BMI,99,439,1720
ATL,GTR,67,246,1824
ATL,ABY,52,259,1730
ATL,TYS,55,173,3395
ATL,MHT,157,438,656
ATL,BTV,156,531,596
ATL,MBS,130,385,24
ATL,FAR,175,600,78
ATL,SCE,115,421,78
ATL,RAP,182,544,30
ATL,LNK,138,506,635
ATL,SJC,282,829,548
ATL,AZO,115,424,35
ATL,LAN,121,581,27
ATL,ELM,130,619,28
ATL,FSD,150,493,656
ATL,PWM,158,690,1206
ATL,SMF,276,1341,1104
ATL,RST,134,661,626
ATL,DSM,123,580,1837
ATL,ONT,263,951,6
ATL,OAK,291,1169,128
ATL,MSO,248,797,30
ATL,STX,233,1053,73
ATL,ANC,431,1688,203
ATL,FCA,251,885,49
ATL,TVC,129,554,65
ATW,ATL,128,622,823
ATW,ORD,61,165,2722
AUS,LAX,184,607,5143
AUS,DFW,60,275,9072
AUS,JFK,231,1120,3115
AUS,SFO,216,929,4048
AUS,IAH,56,267,4044
AUS,ATL,134,554,6275
AUS,BWI,196,616,1249
AUS,LGB,174,786,945
AUS,DEN,126,443,5750
AUS,PHL,215,541,529
AUS,LAS,162,451,2370
AUS,DAL,53,206,7632
AUS,PHX,135,520,3141
AUS,HOU,48,212,2585
AUS,EWR,223,805,1827
AUS,MDW,150,552,1716
AUS,FLL,165,811,1566
AUS,HRL,61,255,643
AUS,DCA,193,766,655
AUS,MSY,79,355,681
AUS,SLC,166,790,1169
AUS,BNA,120,415,1234
AUS,LBB,66,294,621
AUS,DTW,177,866,561
AUS,MIA,172,505,409
AUS,SNA,169,448,312
AUS,STL,115,563,312
AVL,ATL,56,179,3659
AVL,ORD,110,339,1384
AVP,ORD,121,506,973
AVP,ATL,122,563,644
AZO,ORD,53,240,2495
AZO,DTW,52,161,726
BDL,IAD,81,315,319
BDL,ATL,142,680,4615
BDL,DCA,79,358,1297
BDL,ORD,138,529,2890
BDL,MIA,188,542,741
BDL,DFW,220,993,1238
BDL,DEN,233,1153,677
BDL,RSW,180,503,777
BDL,CLT,120,496,3195
BDL,MCO,161,553,3280
BDL,DTW,104,443,2690
BDL,PBI,173,703,668
BDL,BWI,67,328,4292
BDL,TPA,168,423,1875
BDL,MDW,128,551,1712
